# This table combines: (1) a validated ML risk model (see model_card.md), (2) real engagement survey data covering 49.7% of employees (Step 13 -- do not generalize to the rest), (3) O*NET role mappings with confidence levels ranging from very_low to medium -- none are exact matches (see data_relationships.md Open Issue #1), and (4) SYNTHETIC skill-gap and recommendation data (Steps 15-18) that has NOT been validated against real employee skill records. Sections 3 and 4 are illustrative of MVP capability, not production-ready HR guidance.
EmployeeNumber,Department,JobRole,RiskScore,RiskLevel,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,ONET_Title,ONET_Confidence,SkillGapCount,SkillGapSeverity,Top3Recommendations 
1709,Research & Development,Laboratory Technician,0.3608,LOW,5.0,4.0,2.0,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp; Time Management, Calendar Optimization & Executive Email Triage in Outlook"
1710,Sales,Sales Representative,0.4416,HIGH,1.0,2.0,3.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
1712,Research & Development,Healthcare Representative,0.0461,LOW,3.0,2.0,3.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,0.0,LOW,None - No skill gaps identified
1714,Human Resources,Human Resources,0.8018,HIGH,1.0,2.0,3.0,Human Resources Specialists,medium,3.0,LOW,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management; Corporate Layout Design, Multi-Page Publishing & Pitch Decks with InDesign"
1716,Sales,Sales Executive,0.932,HIGH,2.0,1.0,1.0,Sales Managers,low,1.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar
1718,Research & Development,Laboratory Technician,0.3455,LOW,5.0,4.0,5.0,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp"
1719,Research & Development,Research Director,0.2593,LOW,2.0,3.0,1.0,Natural Sciences Managers,low,0.0,LOW,None - No skill gaps identified
1720,Research & Development,Research Scientist,0.6751,HIGH,4.0,3.0,2.0,Computer and Information Research Scientists,medium,4.0,MEDIUM,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability; AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
1721,Research & Development,Laboratory Technician,0.1704,LOW,5.0,4.0,4.0,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,"Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp"
1722,Human Resources,Human Resources,0.3892,LOW,2.0,2.0,4.0,Human Resources Specialists,medium,5.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1724,Research & Development,Manufacturing Director,0.376,LOW,4.0,2.0,2.0,Industrial Production Managers,low,4.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Operational Process Auditing & KPI Performance Monitoring Protocols; Empathetic Leadership & Active Listening for Cross-Functional Collaboration
1725,Research & Development,Laboratory Technician,0.558,HIGH,2.0,4.0,5.0,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp"
1727,Research & Development,Healthcare Representative,0.0643,LOW,4.0,2.0,4.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,0.0,LOW,None - No skill gaps identified
1728,Research & Development,Manufacturing Director,0.0264,LOW,1.0,4.0,2.0,Industrial Production Managers,low,2.0,LOW,Operational Process Auditing & KPI Performance Monitoring Protocols; Empathetic Leadership & Active Listening for Cross-Functional Collaboration
1729,Research & Development,Research Scientist,0.1082,LOW,1.0,1.0,2.0,Computer and Information Research Scientists,medium,1.0,LOW,AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
1731,Sales,Sales Executive,0.4501,HIGH,1.0,4.0,1.0,Sales Managers,low,5.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Technical & Regulatory Documentation Analysis Workshop; Strategic Problem Solving & Root Cause Decision Analysis Seminar
1732,Sales,Sales Executive,0.2604,LOW,1.0,5.0,4.0,Sales Managers,low,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
1733,Sales,Sales Executive,0.7044,HIGH,4.0,5.0,3.0,Sales Managers,low,3.0,LOW,"Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management; B2B Social Media Marketing, Meta Business Suite & Targeted Outreach Campaigns"
1734,Sales,Sales Executive,0.8206,HIGH,4.0,1.0,4.0,Sales Managers,low,5.0,MEDIUM,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management
1735,Research & Development,Laboratory Technician,0.7391,HIGH,4.0,4.0,5.0,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
1736,Research & Development,Manufacturing Director,0.4375,HIGH,3.0,1.0,3.0,Industrial Production Managers,low,4.0,MEDIUM,"Operational Process Auditing & KPI Performance Monitoring Protocols; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Corporate Layout Design, Multi-Page Publishing & Pitch Decks with InDesign"
1737,Research & Development,Laboratory Technician,0.1059,LOW,4.0,5.0,2.0,Medical and Clinical Laboratory Technicians,medium,0.0,LOW,None - No skill gaps identified
1739,Sales,Sales Executive,0.6927,HIGH,2.0,5.0,1.0,Sales Managers,low,3.0,LOW,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Strategic Problem Solving & Root Cause Decision Analysis Seminar; B2B Social Media Marketing, Meta Business Suite & Targeted Outreach Campaigns"
1740,Sales,Manager,0.8156,HIGH,5.0,4.0,4.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1744,Human Resources,Human Resources,0.2953,LOW,2.0,1.0,4.0,Human Resources Specialists,medium,4.0,MEDIUM,"Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1745,Research & Development,Research Scientist,0.1177,LOW,4.0,4.0,3.0,Computer and Information Research Scientists,medium,2.0,LOW,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; AWS Solutions Architect: Core Cloud Services, IAM & Architecture Design"
1746,Human Resources,Human Resources,0.4581,HIGH,4.0,3.0,4.0,Human Resources Specialists,medium,6.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Strategic Problem Solving & Root Cause Decision Analysis Seminar; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1747,Human Resources,Human Resources,0.7137,HIGH,,,,Human Resources Specialists,medium,7.0,HIGH,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1749,Sales,Sales Executive,0.3314,LOW,1.0,4.0,5.0,Sales Managers,low,4.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Technical & Regulatory Documentation Analysis Workshop; Bentley MicroStation CAD: 2D/3D Infrastructure Drafting & Asset Modeling
1751,Research & Development,Research Scientist,0.1037,LOW,4.0,4.0,1.0,Computer and Information Research Scientists,medium,1.0,LOW,AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
1752,Sales,Sales Representative,0.9049,HIGH,2.0,1.0,2.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
1753,Research & Development,Healthcare Representative,0.5601,HIGH,5.0,3.0,3.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,3.0,LOW,Continuous Professional Learning & Rapid Skill Acquisition Frameworks; Advanced Statistical Inference & Predictive Modeling using IBM SPSS; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
1754,Sales,Sales Executive,0.4956,HIGH,5.0,5.0,1.0,Sales Managers,low,2.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Java & Multi-Language Software Development with Eclipse IDE & Git Plugins
1755,Research & Development,Research Scientist,0.1227,LOW,4.0,1.0,1.0,Computer and Information Research Scientists,medium,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
1756,Sales,Sales Executive,0.1199,LOW,2.0,4.0,4.0,Sales Managers,low,0.0,LOW,None - No skill gaps identified
1757,Sales,Sales Executive,0.1247,LOW,5.0,4.0,5.0,Sales Managers,low,4.0,MEDIUM,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Strategic Problem Solving & Root Cause Decision Analysis Seminar; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1758,Sales,Sales Executive,0.9422,HIGH,5.0,3.0,5.0,Sales Managers,low,4.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management; Bentley MicroStation CAD: 2D/3D Infrastructure Drafting & Asset Modeling
1760,Research & Development,Laboratory Technician,0.5454,HIGH,5.0,3.0,2.0,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1761,Sales,Sales Executive,0.5858,HIGH,3.0,2.0,1.0,Sales Managers,low,4.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Strategic Problem Solving & Root Cause Decision Analysis Seminar
1762,Research & Development,Research Scientist,0.2955,LOW,3.0,3.0,5.0,Computer and Information Research Scientists,medium,5.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
1763,Research & Development,Healthcare Representative,0.0762,LOW,4.0,2.0,4.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,3.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Advanced Statistical Inference & Predictive Modeling using IBM SPSS
1764,Research & Development,Research Scientist,0.0974,LOW,2.0,3.0,5.0,Computer and Information Research Scientists,medium,1.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1766,Research & Development,Healthcare Representative,0.5365,HIGH,1.0,5.0,2.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,5.0,MEDIUM,"Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; macOS for Enterprise: Advanced Terminal, Security & Productivity Tooling"
1767,Research & Development,Research Scientist,0.9175,HIGH,4.0,1.0,1.0,Computer and Information Research Scientists,medium,5.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1768,Research & Development,Laboratory Technician,0.3716,LOW,3.0,3.0,3.0,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"MEDITECH EHR Clinical Data Management & Laboratory Information Systems Track; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
1770,Research & Development,Research Director,0.0219,LOW,1.0,3.0,5.0,Natural Sciences Managers,low,3.0,LOW,"Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Spatial Data Analytics & Geospatial Mapping with ESRI ArcGIS Pro"
1771,Research & Development,Research Scientist,0.0301,LOW,3.0,2.0,1.0,Computer and Information Research Scientists,medium,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
1772,Research & Development,Laboratory Technician,0.2339,LOW,3.0,4.0,5.0,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Google Workspace Collaboration: Document Co-Authoring & Cloud Governance; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
1774,Sales,Sales Executive,0.0232,LOW,1.0,1.0,2.0,Sales Managers,low,1.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar
1775,Research & Development,Manufacturing Director,0.0986,LOW,4.0,2.0,3.0,Industrial Production Managers,low,5.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols; Motion Graphics, Video Storytelling & Product Animation with After Effects"
1778,Human Resources,Human Resources,0.0742,LOW,3.0,5.0,4.0,Human Resources Specialists,medium,0.0,LOW,None - No skill gaps identified
1779,Sales,Sales Executive,0.5938,HIGH,5.0,3.0,4.0,Sales Managers,low,3.0,LOW,"Operational Process Auditing & KPI Performance Monitoring Protocols; Java & Multi-Language Software Development with Eclipse IDE & Git Plugins; B2B Social Media Marketing, Meta Business Suite & Targeted Outreach Campaigns"
1780,Sales,Sales Representative,0.9243,HIGH,2.0,3.0,2.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,8.0,HIGH,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop; Business & Technical Writing: Structuring Executive Summaries & Proposals
