# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,skill_name,skill_type,has_skill 
1641,Adobe Acrobat,software,0
1641,Adobe After Effects,software,1
1641,Adobe InDesign,software,1
1641,Adobe Photoshop,software,1
1641,Autodesk AutoCAD,software,1
1642,Speaking,essential,1
1642,Reading Comprehension,essential,1
1642,Active Listening,essential,1
1642,Writing,essential,1
1642,Critical Thinking,essential,1
1642,Adobe Acrobat,software,1
1642,Adobe Creative Cloud software,software,1
1642,Adobe Illustrator,software,1
1642,Adobe InDesign,software,1
1642,Adobe Photoshop,software,1
1644,N/A - Department-level analysis only,N/A,0
1645,Active Listening,essential,0
1645,Speaking,essential,0
1645,Reading Comprehension,essential,0
1645,Critical Thinking,essential,0
1645,Monitoring,essential,0
1645,Adobe Acrobat,software,1
1645,Adobe Creative Cloud software,software,1
1645,Bentley MicroStation,software,1
1645,Eclipse IDE,software,0
1645,Facebook,software,1
1646,Critical Thinking,essential,0
1646,Reading Comprehension,essential,1
1646,Active Listening,essential,0
1646,Speaking,essential,1
1646,Active Learning,essential,1
1646,Amazon DynamoDB,software,1
1646,Amazon Elastic Compute Cloud EC2,software,1
1646,Amazon Redshift,software,1
1646,Amazon Web Services AWS CloudFormation,software,0
1646,Amazon Web Services AWS software,software,1
1647,Critical Thinking,essential,1
1647,Reading Comprehension,essential,0
1647,Active Listening,essential,1
1647,Speaking,essential,0
1647,Active Learning,essential,0
1647,Amazon DynamoDB,software,1
1647,Amazon Elastic Compute Cloud EC2,software,1
1647,Amazon Redshift,software,1
1647,Amazon Web Services AWS CloudFormation,software,0
1647,Amazon Web Services AWS software,software,0
1648,Critical Thinking,essential,0
1648,Reading Comprehension,essential,0
1648,Active Listening,essential,1
1648,Speaking,essential,0
1648,Active Learning,essential,0
1648,Amazon DynamoDB,software,0
1648,Amazon Elastic Compute Cloud EC2,software,0
1648,Amazon Redshift,software,0
1648,Amazon Web Services AWS CloudFormation,software,1
1648,Amazon Web Services AWS software,software,1
1649,Reading Comprehension,essential,1
1649,Active Listening,essential,1
1649,Critical Thinking,essential,0
1649,Speaking,essential,1
1649,Science,essential,0
1649,Google Docs,software,1
1649,MEDITECH software,software,1
1649,Microsoft Excel,software,0
1649,Microsoft Office software,software,0
1649,Microsoft Outlook,software,1
1650,Active Listening,essential,1
1650,Speaking,essential,1
1650,Reading Comprehension,essential,1
1650,Critical Thinking,essential,1
1650,Monitoring,essential,1
1650,Adobe Acrobat,software,0
1650,Adobe Creative Cloud software,software,1
1650,Bentley MicroStation,software,0
1650,Eclipse IDE,software,0
1650,Facebook,software,1
1651,Active Listening,essential,0
1651,Speaking,essential,1
1651,Reading Comprehension,essential,0
1651,Writing,essential,1
1651,Active Learning,essential,1
1651,Apple macOS,software,0
1651,HubSpot software,software,1
1651,IBM SPSS Statistics,software,0
1651,Microsoft Excel,software,0
1651,Microsoft Office software,software,1
1653,Critical Thinking,essential,1
1653,Speaking,essential,1
1653,Monitoring,essential,1
1653,Reading Comprehension,essential,1
1653,Active Listening,essential,1
1653,Adobe Acrobat,software,1
1653,Adobe After Effects,software,1
1653,Adobe InDesign,software,1
1653,Adobe Photoshop,software,1
1653,Autodesk AutoCAD,software,1
1654,Critical Thinking,essential,0
1654,Speaking,essential,1
1654,Monitoring,essential,1
1654,Reading Comprehension,essential,1
1654,Active Listening,essential,1
1654,Adobe Acrobat,software,0
1654,Adobe After Effects,software,1
1654,Adobe InDesign,software,0
1654,Adobe Photoshop,software,1
1654,Autodesk AutoCAD,software,1
1655,Science,essential,1
1655,Reading Comprehension,essential,0
1655,Active Listening,essential,1
1655,Critical Thinking,essential,1
1655,Monitoring,essential,0
1655,Adobe Acrobat,software,1
1655,Adobe Photoshop,software,1
1655,ESRI ArcGIS software,software,1
1655,IBM SPSS Statistics,software,1
1655,Microsoft Access,software,0
1656,Science,essential,1
1656,Reading Comprehension,essential,1
1656,Active Listening,essential,1
1656,Critical Thinking,essential,1
1656,Monitoring,essential,1
1656,Adobe Acrobat,software,1
1656,Adobe Photoshop,software,1
1656,ESRI ArcGIS software,software,1
1656,IBM SPSS Statistics,software,1
1656,Microsoft Access,software,1
1657,Active Listening,essential,0
1657,Speaking,essential,1
1657,Reading Comprehension,essential,0
1657,Writing,essential,1
1657,Active Learning,essential,0
1657,Apple macOS,software,1
1657,HubSpot software,software,1
1657,IBM SPSS Statistics,software,1
1657,Microsoft Excel,software,1
1657,Microsoft Office software,software,1
1658,Critical Thinking,essential,1
1658,Reading Comprehension,essential,1
1658,Active Listening,essential,1
1658,Speaking,essential,1
1658,Active Learning,essential,1
1658,Amazon DynamoDB,software,1
1658,Amazon Elastic Compute Cloud EC2,software,1
1658,Amazon Redshift,software,1
1658,Amazon Web Services AWS CloudFormation,software,1
1658,Amazon Web Services AWS software,software,1
1659,Reading Comprehension,essential,1
1659,Active Listening,essential,1
1659,Critical Thinking,essential,1
1659,Speaking,essential,0
1659,Science,essential,0
1659,Google Docs,software,1
1659,MEDITECH software,software,1
1659,Microsoft Excel,software,1
1659,Microsoft Office software,software,1
1659,Microsoft Outlook,software,1
1661,Active Listening,essential,1
1661,Speaking,essential,1
1661,Reading Comprehension,essential,1
1661,Writing,essential,1
1661,Active Learning,essential,1
1661,Apple macOS,software,1
1661,HubSpot software,software,1
1661,IBM SPSS Statistics,software,1
1661,Microsoft Excel,software,1
1661,Microsoft Office software,software,1
1662,Critical Thinking,essential,0
1662,Speaking,essential,1
1662,Monitoring,essential,1
1662,Reading Comprehension,essential,0
1662,Active Listening,essential,1
1662,Adobe Acrobat,software,1
1662,Adobe After Effects,software,0
1662,Adobe InDesign,software,1
1662,Adobe Photoshop,software,1
1662,Autodesk AutoCAD,software,1
1664,Active Listening,essential,1
1664,Speaking,essential,1
1664,Reading Comprehension,essential,1
1664,Writing,essential,1
1664,Active Learning,essential,1
1664,Apple macOS,software,1
1664,HubSpot software,software,1
1664,IBM SPSS Statistics,software,0
1664,Microsoft Excel,software,1
1664,Microsoft Office software,software,0
1665,N/A - Department-level analysis only,N/A,0
1666,Science,essential,1
1666,Reading Comprehension,essential,1
1666,Active Listening,essential,1
1666,Critical Thinking,essential,1
1666,Monitoring,essential,1
1666,Adobe Acrobat,software,1
1666,Adobe Photoshop,software,1
1666,ESRI ArcGIS software,software,1
1666,IBM SPSS Statistics,software,1
1666,Microsoft Access,software,1
1667,Active Listening,essential,1
1667,Speaking,essential,1
1667,Reading Comprehension,essential,1
1667,Critical Thinking,essential,1
1667,Monitoring,essential,1
1667,Adobe Acrobat,software,1
1667,Adobe Creative Cloud software,software,1
1667,Bentley MicroStation,software,1
1667,Eclipse IDE,software,1
1667,Facebook,software,1
1668,Critical Thinking,essential,1
1668,Reading Comprehension,essential,1
1668,Active Listening,essential,1
1668,Speaking,essential,1
1668,Active Learning,essential,1
1668,Amazon DynamoDB,software,1
1668,Amazon Elastic Compute Cloud EC2,software,1
1668,Amazon Redshift,software,1
1668,Amazon Web Services AWS CloudFormation,software,1
1668,Amazon Web Services AWS software,software,1
1669,Active Listening,essential,1
1669,Speaking,essential,1
1669,Reading Comprehension,essential,1
1669,Critical Thinking,essential,1
1669,Monitoring,essential,1
1669,Adobe Acrobat,software,1
1669,Adobe Creative Cloud software,software,1
1669,Bentley MicroStation,software,1
1669,Eclipse IDE,software,1
1669,Facebook,software,1
1670,Active Listening,essential,1
1670,Speaking,essential,1
1670,Reading Comprehension,essential,1
1670,Critical Thinking,essential,1
1670,Monitoring,essential,0
1670,Adobe Acrobat,software,1
1670,Adobe Creative Cloud software,software,0
1670,Bentley MicroStation,software,1
1670,Eclipse IDE,software,1
1670,Facebook,software,1
1671,Critical Thinking,essential,1
1671,Reading Comprehension,essential,1
1671,Active Listening,essential,1
1671,Speaking,essential,1
1671,Active Learning,essential,1
1671,Amazon DynamoDB,software,1
1671,Amazon Elastic Compute Cloud EC2,software,1
1671,Amazon Redshift,software,1
1671,Amazon Web Services AWS CloudFormation,software,1
1671,Amazon Web Services AWS software,software,1
1673,Active Listening,essential,1
1673,Speaking,essential,1
1673,Reading Comprehension,essential,0
1673,Critical Thinking,essential,1
1673,Monitoring,essential,1
1673,Adobe Acrobat,software,0
1673,Adobe Creative Cloud software,software,1
1673,Bentley MicroStation,software,0
1673,Eclipse IDE,software,1
1673,Facebook,software,0
1674,Reading Comprehension,essential,0
1674,Active Listening,essential,1
1674,Critical Thinking,essential,0
1674,Speaking,essential,1
1674,Science,essential,1
1674,Google Docs,software,0
1674,MEDITECH software,software,1
1674,Microsoft Excel,software,1
1674,Microsoft Office software,software,0
1674,Microsoft Outlook,software,1
1675,Reading Comprehension,essential,1
1675,Active Listening,essential,1
1675,Critical Thinking,essential,1
1675,Speaking,essential,0
1675,Science,essential,0
1675,Google Docs,software,0
1675,MEDITECH software,software,1
1675,Microsoft Excel,software,1
1675,Microsoft Office software,software,0
1675,Microsoft Outlook,software,0
1676,N/A - Department-level analysis only,N/A,0
1677,N/A - Department-level analysis only,N/A,0
1678,Active Listening,essential,0
1678,Speaking,essential,0
1678,Reading Comprehension,essential,0
1678,Critical Thinking,essential,0
1678,Monitoring,essential,1
1678,Adobe Acrobat,software,0
1678,Adobe Creative Cloud software,software,1
1678,Bentley MicroStation,software,1
1678,Eclipse IDE,software,1
1678,Facebook,software,1
1680,Active Listening,essential,1
1680,Speaking,essential,1
1680,Reading Comprehension,essential,0
1680,Writing,essential,0
1680,Active Learning,essential,0
1680,Apple macOS,software,1
1680,HubSpot software,software,0
1680,IBM SPSS Statistics,software,0
1680,Microsoft Excel,software,1
1680,Microsoft Office software,software,0
1681,Active Listening,essential,0
1681,Speaking,essential,1
1681,Reading Comprehension,essential,0
1681,Critical Thinking,essential,0
1681,Monitoring,essential,1
1681,Adobe Acrobat,software,1
1681,Adobe Creative Cloud software,software,1
1681,Bentley MicroStation,software,1
1681,Eclipse IDE,software,1
1681,Facebook,software,1
1682,Active Listening,essential,1
1682,Speaking,essential,0
1682,Reading Comprehension,essential,1
1682,Writing,essential,1
1682,Active Learning,essential,1
1682,Apple macOS,software,1
1682,HubSpot software,software,1
1682,IBM SPSS Statistics,software,1
1682,Microsoft Excel,software,1
1682,Microsoft Office software,software,0
1683,Speaking,essential,0
1683,Reading Comprehension,essential,1
1683,Active Listening,essential,1
1683,Writing,essential,0
1683,Critical Thinking,essential,0
1683,Adobe Acrobat,software,1
1683,Adobe Creative Cloud software,software,0
1683,Adobe Illustrator,software,0
1683,Adobe InDesign,software,1
1683,Adobe Photoshop,software,0
1684,Reading Comprehension,essential,0
1684,Active Listening,essential,0
1684,Critical Thinking,essential,1
1684,Speaking,essential,1
1684,Science,essential,1
1684,Google Docs,software,1
1684,MEDITECH software,software,0
1684,Microsoft Excel,software,0
1684,Microsoft Office software,software,0
1684,Microsoft Outlook,software,0
1687,Reading Comprehension,essential,1
1687,Active Listening,essential,0
1687,Critical Thinking,essential,0
1687,Speaking,essential,1
1687,Science,essential,0
1687,Google Docs,software,1
1687,MEDITECH software,software,0
1687,Microsoft Excel,software,1
1687,Microsoft Office software,software,1
1687,Microsoft Outlook,software,0
1689,Active Listening,essential,0
1689,Speaking,essential,1
1689,Reading Comprehension,essential,1
1689,Writing,essential,1
1689,Active Learning,essential,1
1689,Apple macOS,software,0
1689,HubSpot software,software,0
1689,IBM SPSS Statistics,software,1
1689,Microsoft Excel,software,0
1689,Microsoft Office software,software,1
1691,Active Listening,essential,1
1691,Speaking,essential,1
1691,Reading Comprehension,essential,1
1691,Writing,essential,1
1691,Active Learning,essential,1
1691,Apple macOS,software,1
1691,HubSpot software,software,1
1691,IBM SPSS Statistics,software,1
1691,Microsoft Excel,software,1
1691,Microsoft Office software,software,1
1692,Reading Comprehension,essential,0
1692,Active Listening,essential,1
1692,Critical Thinking,essential,1
1692,Speaking,essential,0
1692,Science,essential,0
1692,Google Docs,software,1
1692,MEDITECH software,software,1
1692,Microsoft Excel,software,0
1692,Microsoft Office software,software,0
1692,Microsoft Outlook,software,0
1693,Reading Comprehension,essential,1
